local_authority,meeting_date,item_context,motion_snippet,proposer,seconder,outcome,topics,tally_for,tally_against,tally_abstain,rollcall,source_url,source_status
Wicklow,2025 January,Monday 2nd December 2024.,"proposed by Cllr. J. Snell, seconded by Cllr. S. Langrell and agreed by all to confirm and sign minutes of ordinary meeting of Wicklow County Council held on Monday 2nd December 2024. ITEM NO. 2 To confirm and sign minutes of special meeting of Wickl",J. Snell,S. Langrell and agreed by all,,,,,,False,https://www.wicklow.ie/Portals/0/adam/Documents/G60qzzAnBEClBCqkcGdWsA/Link/Minutes Ordinary 13th January 2025.pdf,text
Wicklow,2025 January,Wednesday 18th December 2024.,"proposed by Cllr. A. Cronin, seconded by Cllr. L. Fenelon Gaskin and agreed by all to confirm and sign minutes of special meeting of Wicklow County Council held on Monday 18th December 2024. ITEM NO. 3 To consider the disposal of 0.0266Ha or thereabo",A. Cronin,L. Fenelon Gaskin and agreed by all to,,,,,,False,https://www.wicklow.ie/Portals/0/adam/Documents/G60qzzAnBEClBCqkcGdWsA/Link/Minutes Ordinary 13th January 2025.pdf,text
Wicklow,2025 January,To consider the disposal of 0.0266Ha or thereabouts in the townland of Old Connaught,"proposed by Cllr. A. Flynn Kennedy, seconded by Cllr. J. Behan and agreed by all to consider the disposal of 0.0266Ha or thereabouts in the townland of Old Connaught being the property known as 1 James Everett Park, Bray to Patrick & Barbara McLoughlin, as s",A. Flynn Kennedy,J. Behan and agreed by all to,,,,,,False,https://www.wicklow.ie/Portals/0/adam/Documents/G60qzzAnBEClBCqkcGdWsA/Link/Minutes Ordinary 13th January 2025.pdf,text
Wicklow,2025 January,To consider the disposal of 0.0258Ha or thereabouts in the townland of Carnew being the,"proposed by Cllr. P. Stapleton, seconded by Cllr. P. Glennon and agreed by all to consider the disposal of 0.0258Ha or thereabouts in the townland of Carnew being the property known as Coolattin Road to John & James Murphy as LPR of Bernard Murphy, as set o",P. Stapleton,P. Glennon and agreed by all to,,roads_traffic,,,,False,https://www.wicklow.ie/Portals/0/adam/Documents/G60qzzAnBEClBCqkcGdWsA/Link/Minutes Ordinary 13th January 2025.pdf,text
Wicklow,2025 January,The resolution,"proposed by Cllr. P. Leonard and seconded by Cllr. J. Behan with change of wording from ‘conclusion’ to ‘resolution’ and ‘request’ to ‘recommend’ in the last sentence, and the addition of the following line ‘we also request that the transcript of the meeting",P. Leonard and,J. Behan with change of,,,,,,False,https://www.wicklow.ie/Portals/0/adam/Documents/G60qzzAnBEClBCqkcGdWsA/Link/Minutes Ordinary 13th January 2025.pdf,text
Wicklow,2025 January,Time Extension: It was,"proposed by Cllr. C. Winstanley, seconded by Cllr. S. Langrell and agreed by all to extend the meeting to 5.30 p.m. Elected Members raised questions which were responded to by the Chief Executive and the relevant Director of Services. Suspension of St",C. Winstanley,S. Langrell and,,,,,,False,https://www.wicklow.ie/Portals/0/adam/Documents/G60qzzAnBEClBCqkcGdWsA/Link/Minutes Ordinary 13th January 2025.pdf,text
Wicklow,2025 January,"Following a short discussion, the motion","proposed by Cllr. C. Winstanley, seconded by Cllr. D. Alvey; ‘That the Chief Executive write a letter on behalf of the Elected Members firstly congratulating the new government and then asking them as a matter of priority to enact the Occupied Territori",C. Winstanley,D. Alvey,,,,,,True,https://www.wicklow.ie/Portals/0/adam/Documents/G60qzzAnBEClBCqkcGdWsA/Link/Minutes Ordinary 13th January 2025.pdf,text
Wicklow,2025 February,Monday 25th November 2024.,"proposed by Cllr. P. Stapleton, seconded by Cllr. P. Kennedy and agreed by all to confirm and sign minutes of annual budget meeting of Wicklow County Council held on Monday 25th November 2024. ITEM NO. 2 To confirm and sign minutes of ordinary meetin",P. Stapleton,P. Kennedy and agreed by all to,,,,,,False,https://www.wicklow.ie/Portals/0/adam/Documents/mwezLTOEcUWFcoFbeJ90WA/Link/Minutes Ordinary 10th February 2025.pdf,text
Wicklow,2025 February,Monday 13th January 2025.,"proposed by Cllr. J. Snell, seconded by Cllr. A. Cronin and agreed by all to confirm and sign minutes of ordinary meeting of Wicklow County Council held on Monday 13th January 2025. ITEM NO. 3 To consider the vacancy on the Planning & Rural Developme",J. Snell,A. Cronin and agreed by all,,,,,,False,https://www.wicklow.ie/Portals/0/adam/Documents/mwezLTOEcUWFcoFbeJ90WA/Link/Minutes Ordinary 10th February 2025.pdf,text
Wicklow,2025 February,Amendment No. 1,"proposed by Cllr. J. Snell, seconded by Cllr. S. Langrell and agreed by all present. -------------------------------------------------- 2 Residential Objectives Insert new Objective: WTR – XX: To promote and facilitate the development of a range",J. Snell,S. Langrell and agreed by all,,,,,,False,https://www.wicklow.ie/Portals/0/adam/Documents/mwezLTOEcUWFcoFbeJ90WA/Link/Minutes Ordinary 10th February 2025.pdf,text
Wicklow,2025 February,Amendment No. 2,"proposed by Cllr. D. Alvey, seconded by Cllr. G. Richmond and agreed by all present. ------------------------------------------------ Section 2.2 Chapter 4 Economic Development 3 Employment Objectives Add new objective as follows: WTR-X: T",D. Alvey,G. Richmond and agreed by,,,,,,False,https://www.wicklow.ie/Portals/0/adam/Documents/mwezLTOEcUWFcoFbeJ90WA/Link/Minutes Ordinary 10th February 2025.pdf,text
Wicklow,2025 February,Amendment No. 4,"proposed by Cllr. P. O’Brien, seconded by Cllr. G. Richmond and agreed by all present. ------------------------------------ 5 Rathnew Village Centre Strategy objectives Add new objective as follows: WTR-X: To promote Rathnew Village Centre ",P. O’Brien,G. Richmond and agreed,,,,,,False,https://www.wicklow.ie/Portals/0/adam/Documents/mwezLTOEcUWFcoFbeJ90WA/Link/Minutes Ordinary 10th February 2025.pdf,text
Wicklow,2025 February,Amendment No. 5,"proposed by Cllr. J. Snell, seconded by Cllr. P. O’Brien and agreed by all present. ---------------------------------------- 6 Rathnew Village Centre Strategy objectives Add new objective as follows: WTR-X: To support and reinforce the uni",J. Snell,P. O’Brien and agreed by all,,,,,,False,https://www.wicklow.ie/Portals/0/adam/Documents/mwezLTOEcUWFcoFbeJ90WA/Link/Minutes Ordinary 10th February 2025.pdf,text
Wicklow,2025 February,Amendment No. 6,"proposed by Cllr. J. Snell, seconded by Cllr. D. Alvey and agreed by all present. ---------------------------------------- 7 Rathnew Village Centre Strategy - Wicklow County Campus to Tinakilly Delete the following text from this section: Th",J. Snell,D. Alvey and agreed by all,,,,,,False,https://www.wicklow.ie/Portals/0/adam/Documents/mwezLTOEcUWFcoFbeJ90WA/Link/Minutes Ordinary 10th February 2025.pdf,text
Wicklow,2025 February,Amendment No. 7,"proposed by Cllr. J. Snell, seconded by Cllr. G. Richmond and agreed by all present. 8 ---------------------------------------- 8 Rathnew Village Centre Strategy Update Rathnew Village Centre Strategy Map as follows: Draft Map Propos",J. Snell,G. Richmond and agreed by all,,,,,,False,https://www.wicklow.ie/Portals/0/adam/Documents/mwezLTOEcUWFcoFbeJ90WA/Link/Minutes Ordinary 10th February 2025.pdf,text
Wicklow,2025 February,Amendment No. 8,"proposed by Cllr. J. Snell, seconded by Cllr. G. Richmond and agreed by all present. ------------------------------------------- 9 Key Regeneration Areas Improve legibility of the following maps including clearer identification of Opportunity Sites",J. Snell,G. Richmond and agreed by,,,,,,False,https://www.wicklow.ie/Portals/0/adam/Documents/mwezLTOEcUWFcoFbeJ90WA/Link/Minutes Ordinary 10th February 2025.pdf,text
Wicklow,2025 February,Amendment No. 11,"proposed by Cllr. G. Richmond, seconded by Cllr. D. Alvey and agreed by all present. --------------------------------------------- 12 Transportation Objectives Add new objective WTR-XX: To promote the delivery of improved and new bus services a",G. Richmond,D. Alvey and agreed by,,,,,,False,https://www.wicklow.ie/Portals/0/adam/Documents/mwezLTOEcUWFcoFbeJ90WA/Link/Minutes Ordinary 10th February 2025.pdf,text
Wicklow,2025 February,Amendment No. 12,"proposed by Cllr. S. Langrell, seconded by Cllr. P. O’Brien and agreed by all present. -------------------------------------------------- 13 Transportation Objectives Add new objective WTR – XX To support and facilitate the delivery of Transit-O",S. Langrell,P. O’Brien and agreed by,,,,,,False,https://www.wicklow.ie/Portals/0/adam/Documents/mwezLTOEcUWFcoFbeJ90WA/Link/Minutes Ordinary 10th February 2025.pdf,text
Wicklow,2025 February,Amendment No. 14,"proposed by Cllr. D. Alvey, seconded by Cllr. P. O’Brien and agreed by all present. ------------------------------------------------- Section 2.6 Chapter 11 Zoning & Land Use 15 Section 11.1 Zoning Objectives Insert text as follows: Uses g",D. Alvey,P. O’Brien and agreed by all,,,,,,False,https://www.wicklow.ie/Portals/0/adam/Documents/mwezLTOEcUWFcoFbeJ90WA/Link/Minutes Ordinary 10th February 2025.pdf,text
Wicklow,2025 February,Amendment No. 15 was,"proposed by Cllr. J. Snell, seconded by Cllr. G. Richmond and agreed by all present. --------------------------------------------------- 16 Section 11.1 Zoning Objectives Insert new sentence at end: Essential infrastructure, including roads ",J. Snell,G. Richmond and agreed,,,,,,False,https://www.wicklow.ie/Portals/0/adam/Documents/mwezLTOEcUWFcoFbeJ90WA/Link/Minutes Ordinary 10th February 2025.pdf,text
Wicklow,2025 February,Amendment No. 16,"proposed by Cllr. G. Richmond, seconded by Cllr. S. Langrell and agreed by all present. ------------------------------------------- 17 Section 11.1 Zoning Objectives Amend uses generally permitted on OS1 lands as follows: Uses appropriate for",G. Richmond,S. Langrell and agreed,,,,,,False,https://www.wicklow.ie/Portals/0/adam/Documents/mwezLTOEcUWFcoFbeJ90WA/Link/Minutes Ordinary 10th February 2025.pdf,text
Wicklow,2025 February,Amendment No. 17,"proposed by Cllr. S. Langrell, seconded by Cllr. G. Richmond and agreed by all present. --------------------------------------------------------- 18 11.2 Waterfront Zone (WZ) Zoning Objectives Amend WZ Zoning Objectives Area 3 text and map ",S. Langrell,G. Richmond and agreed by all,,,,,,False,https://www.wicklow.ie/Portals/0/adam/Documents/mwezLTOEcUWFcoFbeJ90WA/Link/Minutes Ordinary 10th February 2025.pdf,text
Wicklow,2025 February,Amendment No. 18,"proposed by Cllr. D. Alvey, seconded by Cllr. S. Langrell and agreed by all present. Relates to proposed Amendment CE 31. ------------------------------------------------ 19 SLO2 Amend SLO2 map and text as follows: This SLO is located in the t",D. Alvey,S. Langrell and agreed by all,,water_sewer,,,,False,https://www.wicklow.ie/Portals/0/adam/Documents/mwezLTOEcUWFcoFbeJ90WA/Link/Minutes Ordinary 10th February 2025.pdf,text
Wicklow,2025 February,Amendment No. EM-1A,"proposed by Cllr. S. Langrell, seconded by Cllr. P. O’Brien and agreed by all present. ------------------------------------------ COUNCILLOR AMENDMENT No. EM-1B PROPOSED Cllr John Snell SECONDED Proposed Amendment Relates to: Submis",S. Langrell,P. O’Brien and,,,,,,False,https://www.wicklow.ie/Portals/0/adam/Documents/mwezLTOEcUWFcoFbeJ90WA/Link/Minutes Ordinary 10th February 2025.pdf,text
Wicklow,2025 February,Amendment No. 20,"proposed by Cllr. J. Snell, seconded by Cllr. S. Langrell was put to a vote and following a roll call was passed by a margin of 31 votes for and 1 against viz:- FOR (31) CLLRS. D. ALVEY, M. BARRY, J. BEHAN, S. BOURKE, M. CORRIGAN, A. CRONIN, E. DOYLE, M.",J. Snell,S. Langrell was put,,,,,,True,https://www.wicklow.ie/Portals/0/adam/Documents/mwezLTOEcUWFcoFbeJ90WA/Link/Minutes Ordinary 10th February 2025.pdf,text
Wicklow,2025 February,Amendment No. EM-2 was,"proposed by Cllr. J. Snell, seconded by Cllr. S Langrell was put to a vote and following a roll call was passed by a margin of 24 votes for, 7 against and 1 not present viz:- FOR (24) CLLRS. J. BEHAN, S. BOURKE, M. CORRIGAN, A. CRONIN, M. DUDDY, G. DUNN",J. Snell,S Langrell was put to,,,,,,True,https://www.wicklow.ie/Portals/0/adam/Documents/mwezLTOEcUWFcoFbeJ90WA/Link/Minutes Ordinary 10th February 2025.pdf,text
Wicklow,2025 February,Amendment No. EM-3,"proposed by Cllr. P. O’Brien, seconded by Cllr. G. Dunne was agreed by all present. ----------------------------------------------- COUNCILLOR AMENDMENT No. EM-4 PROPOSED Cllr Gail Dunne 27 SECONDED Cllr John Snell Proposed Amendm",P. O’Brien,G. Dunne was agreed,,,,,,False,https://www.wicklow.ie/Portals/0/adam/Documents/mwezLTOEcUWFcoFbeJ90WA/Link/Minutes Ordinary 10th February 2025.pdf,text
Wicklow,2025 February,Amendment No. EM-4,"proposed by Cllr. G. Dunne, seconded by Cllr. J. Snell was agreed by all present. ----------------------------------------------- COUNCILLOR AMENDMENT No. EM-5 PROPOSED Cllr John Snell SECONDED Cllr Joe Behan 28 Proposed Amendment ",G. Dunne,J. Snell was agreed by,,,,,,False,https://www.wicklow.ie/Portals/0/adam/Documents/mwezLTOEcUWFcoFbeJ90WA/Link/Minutes Ordinary 10th February 2025.pdf,text
Wicklow,2025 February,Amendment No. EM-5,"proposed by Cllr. J. Snell, seconded by Cllr. J. Behan was put to a vote and following a roll call was passed by a margin of 23 votes for, 5 against, 2 not present and 2 abstained viz:- FOR (23) CLLRS. J. BEHAN, S. BOURKE, M. CORRIGAN, A. CRONIN, M. DUDD",J. Snell,J. Behan was put,,,,,,True,https://www.wicklow.ie/Portals/0/adam/Documents/mwezLTOEcUWFcoFbeJ90WA/Link/Minutes Ordinary 10th February 2025.pdf,text
Wicklow,2025 February,Amendment No. EM-6,"proposed by Cllr. P. O’Brien, seconded by Cllr. G. Dunne and agreed by all present. ------------------------------------------ 31 COUNCILLOR AMENDMENT No. EM-7 PROPOSED Cllr Gail Dunne SECONDED Cllr Shane Langrell Proposed Ame",P. O’Brien,G. Dunne and agreed,,,,,,False,https://www.wicklow.ie/Portals/0/adam/Documents/mwezLTOEcUWFcoFbeJ90WA/Link/Minutes Ordinary 10th February 2025.pdf,text
Wicklow,2025 February,Amendment No. EM-7,"proposed by Cllr. G. Dunne, seconded by Cllr. S. Langrell and agreed by all present. ----------------------------------------------- COUNCILLOR AMENDMENT No. EM-8 PROPOSED Cllr Gail Dunne SECONDED Cllr Graham Richmond Proposed Amendment",G. Dunne,S. Langrell and agreed,,,,,,False,https://www.wicklow.ie/Portals/0/adam/Documents/mwezLTOEcUWFcoFbeJ90WA/Link/Minutes Ordinary 10th February 2025.pdf,text
Wicklow,2025 February,Amendment No. EM-8,"proposed by Cllr. G. Dunne, seconded by Cllr. G. Richmond and agreed by all present. ------------------------------------------------- COUNCILLOR AMENDMENT No. EM-9 PROPOSED Cllr Graham Richmond SECONDED Cllr Paul O’Brien Proposed Amend",G. Dunne,G. Richmond and,,,,,,False,https://www.wicklow.ie/Portals/0/adam/Documents/mwezLTOEcUWFcoFbeJ90WA/Link/Minutes Ordinary 10th February 2025.pdf,text
Wicklow,2025 February,Amendment No. 9,"proposed by Cllr. G. Richmond, seconded by Cllr. P. O’Brien and agreed by all present. -------------------------------------------------- COUNCILLOR AMENDMENT No. EM-10 PROPOSED Cllr John Snell SECONDED Cllr Paul O’Brien Proposed Amendm",G. Richmond,P. O’Brien and agreed,,,,,,False,https://www.wicklow.ie/Portals/0/adam/Documents/mwezLTOEcUWFcoFbeJ90WA/Link/Minutes Ordinary 10th February 2025.pdf,text
Wicklow,2025 February,Amendment No. EM-10,"proposed by Cllr. J. Snell, seconded by Cllr. P. O’Brien was agreed by all present. ----------------------------------------------- 39 COUNCILLOR AMENDMENT No. EM-11 PROPOSED Cllr John Snell SECONDED Cllr Paul O’Brien Proposed Ame",J. Snell,P. O’Brien was agreed by,,,,,,False,https://www.wicklow.ie/Portals/0/adam/Documents/mwezLTOEcUWFcoFbeJ90WA/Link/Minutes Ordinary 10th February 2025.pdf,text
Wicklow,2025 February,Amendment No. EM-11,"proposed by Cllr. J. Snell, seconded by Cllr. P. O’Brien and agreed by all present. ---------------------------------------------- COUNCILLOR AMENDMENT No. EM-12 PROPOSED Cllr John Snell SECONDED Cllr Paul O’Brien Proposed Amendment Rel",J. Snell,P. O’Brien and agreed by,,,,,,False,https://www.wicklow.ie/Portals/0/adam/Documents/mwezLTOEcUWFcoFbeJ90WA/Link/Minutes Ordinary 10th February 2025.pdf,text
Wicklow,2025 February,Amendment No. EM-14,"proposed by Cllr. G. Dunne, seconded by Cllr. S. Langrell was put to a vote and following a roll call was passed by a margin of 21 votes for, 6 against, 3 not present and 2 abstained viz:- FOR (21) CLLRS. J. BEHAN, S. BOURKE, M. CORRIGAN, A. CRONIN, G. D",G. Dunne,S. Langrell was put to,,,,,,True,https://www.wicklow.ie/Portals/0/adam/Documents/mwezLTOEcUWFcoFbeJ90WA/Link/Minutes Ordinary 10th February 2025.pdf,text
Wicklow,2025 February,Time Extension: It was,"proposed by Cllr. G. Richmond, seconded by Cllr. S. Langrell and agreed by all to extend the meeting to 5.30 p.m. ------------------------------------------------------- 21 SLO4 Amend SLO4 map and text as follows: This SLO is located in the town",G. Richmond,S. Langrell and,,,,,,False,https://www.wicklow.ie/Portals/0/adam/Documents/mwezLTOEcUWFcoFbeJ90WA/Link/Minutes Ordinary 10th February 2025.pdf,text
Wicklow,2025 February,Amendment No. 21,"proposed by Cllr. S. Langrell, seconded by Cllr. P. Glennon and agreed by all present. ---------------------------------------------------- 49 22 SLO5 Amend SLO5 map as follows: Change from: Change to: Change conseque",S. Langrell,P. Glennon and agreed by,,,,,,False,https://www.wicklow.ie/Portals/0/adam/Documents/mwezLTOEcUWFcoFbeJ90WA/Link/Minutes Ordinary 10th February 2025.pdf,text
Wicklow,2025 February,Amendment No. 24,"proposed by Cllr. G. Richmond, seconded by Cllr. J. Snell and agreed by all present. --------------------------------------------- 25 SLO8 Delete SLO8 map and text This SLO is located in the townland of Rosanna Lower. The SLO comprises New Reside",G. Richmond,J. Snell and agreed by,,,,,,False,https://www.wicklow.ie/Portals/0/adam/Documents/mwezLTOEcUWFcoFbeJ90WA/Link/Minutes Ordinary 10th February 2025.pdf,text
Wicklow,2025 February,Amendment No. 28,"proposed by Cllr. S. Langrell, seconded by Cllr. J. Snell and agreed by all present. --------------------------------------------- 29 Bollarney North Amend zoning of lands from ‘OS1 – Open Space’ to ‘RN1 – New Residential’ as illustrated below: C",S. Langrell,J. Snell and agreed by all,,,,,,False,https://www.wicklow.ie/Portals/0/adam/Documents/mwezLTOEcUWFcoFbeJ90WA/Link/Minutes Ordinary 10th February 2025.pdf,text
Wicklow,2025 February,Amendment No. 30,"proposed by Cllr. P. O’Brien, seconded by Cllr. S. Langrell and agreed by all present. ------------------------------------------ 59 31 Waterfront Zone Amend zoning of lands from Unzoned and ‘OS2 – Natural Areas’ to ‘WZ Waterfront Zone’ and O",P. O’Brien,S. Langrell and agreed by,,,,,,False,https://www.wicklow.ie/Portals/0/adam/Documents/mwezLTOEcUWFcoFbeJ90WA/Link/Minutes Ordinary 10th February 2025.pdf,text
Wicklow,2025 February,Amendment No. 33,"proposed by Cllr. D. Alvey, seconded by Cllr. G. Richmond and agreed by all present. --------------------------------------------- 2.8.2. Appendix 3: Infrastructure Delivery Schedule, Phasing and Implementation Proposed Amendment No. 34 R",D. Alvey,G. Richmond and,,,,,,False,https://www.wicklow.ie/Portals/0/adam/Documents/mwezLTOEcUWFcoFbeJ90WA/Link/Minutes Ordinary 10th February 2025.pdf,text
Wicklow,2025 February,Amendment no. 34,"proposed by Cllr. D. Alvey, seconded by Cllr. S. Langrell and agreed by all present. -------------------------------- 2.8.3 Appendix 4: Strategic Flood Risk Assessment Proposed Amendment No. 35 Amendment No. 35 proposed by Cllr. S. Langrell, second",D. Alvey,S. Langrell and,,water_sewer,,,,True,https://www.wicklow.ie/Portals/0/adam/Documents/mwezLTOEcUWFcoFbeJ90WA/Link/Minutes Ordinary 10th February 2025.pdf,text
Wicklow,2025 February,Amendment No. 35,"proposed by Cllr. S. Langrell, seconded by Cllr. D. Alvey and agreed by all present. ------------------------------------- Proposed by Cllr. P. O’Brien and seconded by Cllr. J. Snell that ‘That the Elected Members resolve to alter the Draft Local Area ",S. Langrell,D. Alvey and,,,,,,True,https://www.wicklow.ie/Portals/0/adam/Documents/mwezLTOEcUWFcoFbeJ90WA/Link/Minutes Ordinary 10th February 2025.pdf,text
Wicklow,2025 February,-------------------------------------,Proposed by Cllr. P. O’Brien and seconded by Cllr. J. Snell that ‘That the Elected Members resolve to alter the Draft Local Area Plan in accordance with the alterations approved at this meeting and given that said proposed alterations constitute material a,P. O’Brien and,J. Snell that,,,,,,True,https://www.wicklow.ie/Portals/0/adam/Documents/mwezLTOEcUWFcoFbeJ90WA/Link/Minutes Ordinary 10th February 2025.pdf,text
Wicklow,2025 February,To consider the Chief Executive’s Report on submissions to Proposed Variation No. 2 to,"Proposed by Cllr. S. Langrell, seconded by Cllr. D. Alvey ‘That Members resolve to alter the proposed variation in accordance with the alterations approved at this meeting and given that said proposed alterations constitute material alterations to the propos",S. Langrell,D. Alvey,,,,,,True,https://www.wicklow.ie/Portals/0/adam/Documents/mwezLTOEcUWFcoFbeJ90WA/Link/Minutes Ordinary 10th February 2025.pdf,text
Wicklow,2025 March,Monday 10th February 2025.,"proposed by Cllr. J. Snell, seconded by Cllr. A. Flynn Kennedy and agreed by all to confirm and sign minutes of annual budget meeting of Wicklow County Council held on Monday 10th February 2025. ITEM NO. 2 To consider the disposal of 0.0413Ha or ther",J. Snell,A. Flynn Kennedy and agreed by all to,,,,,,False,https://www.wicklow.ie/Portals/0/adam/Documents/JBuuaJsq7E-9HKJg96mpaQ/Link/Minutes Ordinary 3rd March 2025.pdf,text
Wicklow,2025 March,Wicklow to Ms. Ann O’Toole.,"proposed by Cllr. A. Flynn Kennedy, seconded by Cllr. M. Corrigan and agreed by all to consider the disposal of 0.0413Ha or thereabouts in the townland of 6 Scott Park, Boghall 3 Road, Bray being the property known as 6 Scott Park, Boghall Road, Bray, ",A. Flynn Kennedy,M. Corrigan and agreed by all to,,roads_traffic,,,,False,https://www.wicklow.ie/Portals/0/adam/Documents/JBuuaJsq7E-9HKJg96mpaQ/Link/Minutes Ordinary 3rd March 2025.pdf,text
Wicklow,2025 March,"O’Connor Place, Arklow, Co. Wicklow to Michael and Kathleen Morgan.","proposed by Cllr. P. Fitzgerald, seconded by Cllr. P. Kennedy and agreed by all to consider the disposal of property in the townland of Abbeylands Td. Known as 3 Rory O’Connor Place, Arklow, Co. Wicklow to Michael and Kathleen Morgan as set out in statutory",P. Fitzgerald,P. Kennedy and agreed by all to,,,,,,False,https://www.wicklow.ie/Portals/0/adam/Documents/JBuuaJsq7E-9HKJg96mpaQ/Link/Minutes Ordinary 3rd March 2025.pdf,text
Wicklow,2025 March,The Elected Members welcomed the proposal and discussed the impact of the development,"proposed by Cllr. J. Snell, seconded by Cllr. D. Alvey and agreed by all to consider the Chief Executive’s Report in accordance with Section 179 of the Planning and Development Act 2000, as amended, for a Bus Based Park & Ride facility located to the west of",J. Snell,D. Alvey and agreed by all,,,,,,False,https://www.wicklow.ie/Portals/0/adam/Documents/JBuuaJsq7E-9HKJg96mpaQ/Link/Minutes Ordinary 3rd March 2025.pdf,text
Wicklow,2025 March,Heritage Plan Guidelines produced by The Heritage Council.,"proposed by Cllr. J. Snell, seconded by Cllr. P. Leonard and agreed by all to consider and adopt County Wicklow Heritage Plan in accordance with Local Authority Heritage Plan Guidelines produced by The Heritage Council. Ms. D. Burns gave a presentation of t",J. Snell,P. Leonard and agreed by all,,irish_language_culture,,,,False,https://www.wicklow.ie/Portals/0/adam/Documents/JBuuaJsq7E-9HKJg96mpaQ/Link/Minutes Ordinary 3rd March 2025.pdf,text
Wicklow,2025 March," Sika Woods, Enniskerry","proposed by Cllr. S. Stokes, seconded by Cllr. L. Fenelon Gaskin and agreed by all to the taking in charge of the following estate: Ashcroft, Delgany. It was proposed by Cllr. M. Corrigan, seconded by Cllr. A. Flynn Kennedy and agreed by all to the taking",S. Stokes,L. Fenelon Gaskin and agreed by all to,,,,,,False,https://www.wicklow.ie/Portals/0/adam/Documents/JBuuaJsq7E-9HKJg96mpaQ/Link/Minutes Ordinary 3rd March 2025.pdf,text
Wicklow,2025 March,"It was proposed by Cllr. S. Stokes, seconded by Cllr. L. Fenelon Gaskin and agreed by all to","proposed by Cllr. M. Corrigan, seconded by Cllr. A. Flynn Kennedy and agreed by all to the taking in charge of the following estate: Sika Woods, Enniskerry. 5 ITEM NO. 9 To consider the Chief Executive’s Report on submissions to the draft Bl",M. Corrigan,A. Flynn Kennedy and agreed by all to,,,,,,False,https://www.wicklow.ie/Portals/0/adam/Documents/JBuuaJsq7E-9HKJg96mpaQ/Link/Minutes Ordinary 3rd March 2025.pdf,text
Wicklow,2025 March,Area Plan 2025 – 2031.,"proposed by Cllr. G. O’Neill, seconded by Cllr. J. Behan to postpone agenda Items no. 9 and 10 and to hold a special meeting in relation to same. A lengthy discussion on the motion occurred prior to the vote on the motion. It was proposed by Cllr. T. Fort",G. O’Neill,J. Behan,,,,,,False,https://www.wicklow.ie/Portals/0/adam/Documents/JBuuaJsq7E-9HKJg96mpaQ/Link/Minutes Ordinary 3rd March 2025.pdf,text
Wicklow,2025 March,Baltinglass Municipal District Elected Members to have further discussion on Items No. 9,"Proposed by Cllr. G. O’Neill, seconded by Cllr. J. Behan ‘to postpone agenda Items no. 9 and 10 and to hold a special meeting in relation to same’ was put to a vote and following a roll call was defeated by a margin of 10 votes for, 16 against, 3 not presen",G. O’Neill,J. Behan,,,,,,False,https://www.wicklow.ie/Portals/0/adam/Documents/JBuuaJsq7E-9HKJg96mpaQ/Link/Minutes Ordinary 3rd March 2025.pdf,text
Wicklow,2025 March,Amendment No. 1 was,"proposed by Cllr. G. O’Neill, seconded by Cllr. J. Mulhall was agreed by all present. ----------------------------------------------------- COUNCILLOR AMENDMENT No. 2 PROPOSED Cllr Patsy Glennon SECONDED Cllr Avril Cronin Proposed Amendm",G. O’Neill,J. Mulhall was agreed,,,,,,False,https://www.wicklow.ie/Portals/0/adam/Documents/JBuuaJsq7E-9HKJg96mpaQ/Link/Minutes Ordinary 3rd March 2025.pdf,text
Wicklow,2025 March,Amendment No. 2,"proposed by Cllr. P. Glennon, seconded by Cllr. A. Cronin was agreed by all present. ------------------------------------------------ COUNCILLOR AMENDMENT No. 3 PROPOSED Cllr Peter Stapleton SECONDED Cllr Pat Mahon Proposed Amendment Re",P. Glennon,A. Cronin was agreed by,,,,,,False,https://www.wicklow.ie/Portals/0/adam/Documents/JBuuaJsq7E-9HKJg96mpaQ/Link/Minutes Ordinary 3rd March 2025.pdf,text
Wicklow,2025 March,Amendment No. 3,"proposed by Cllr. P. Stapleton, seconded by Cllr. P. Mahon was agreed by all present. ---------------------------------------- COUNCILLOR AMENDMENT No. 4 PROPOSED Cllr Avril Cronin SECONDED Cllr Patsy Glennon Proposed Amendment Relates ",P. Stapleton,P. Mahon was agreed by,,,,,,False,https://www.wicklow.ie/Portals/0/adam/Documents/JBuuaJsq7E-9HKJg96mpaQ/Link/Minutes Ordinary 3rd March 2025.pdf,text
Wicklow,2025 March,Amendment No. 4,"proposed by Cllr. A. Cronin, seconded by Cllr. P. Glennon was agreed by all present. ------------------------------------------ COUNCILLOR AMENDMENT No. 5 PROPOSED Cllr Jason Mulhall SECONDED Cllr Pat Mahon Proposed Amendment Relates to:",A. Cronin,P. Glennon was agreed by,,,,,,False,https://www.wicklow.ie/Portals/0/adam/Documents/JBuuaJsq7E-9HKJg96mpaQ/Link/Minutes Ordinary 3rd March 2025.pdf,text
Wicklow,2025 March,Amendment No. 5,"proposed by Cllr. J. Mulhall, seconded by Cllr. P. Mahon was agreed by all present. ------------------------------------------------ 18 COUNCILLOR AMENDMENT No. 6 PROPOSED Cllr Gerry O’Neill SECONDED Cllr Pat Mahon Proposed Amendme",J. Mulhall,P. Mahon was agreed by all,,,,,,False,https://www.wicklow.ie/Portals/0/adam/Documents/JBuuaJsq7E-9HKJg96mpaQ/Link/Minutes Ordinary 3rd March 2025.pdf,text
